GeneID,log2(FC)M2,P-valueM2,P-adjM2,log2(FC)M4,P-valueM4,P-adjM4
ENSG00000266714,0.778154234,0.000809831,0.032895528,0.247552907,0.148520246,0.456640388
ENSG00000266715,NA,NA,NA,NA,NA,NA
ENSG00000266716,NA,NA,NA,NA,NA,NA
ENSG00000266717,0.070703676,0.320805981,NA,0.000593511,0.986469129,NA
ENSG00000266718,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000266719,NA,NA,NA,NA,NA,NA
ENSG00000266720,NA,NA,NA,NA,NA,NA
ENSG00000266721,NA,NA,NA,NA,NA,NA
ENSG00000266722,NA,NA,NA,NA,NA,NA
ENSG00000266723,NA,NA,NA,NA,NA,NA
ENSG00000266724,NA,NA,NA,NA,NA,NA
ENSG00000266726,NA,NA,NA,NA,NA,NA
ENSG00000266727,NA,NA,NA,NA,NA,NA
ENSG00000266728,NA,NA,NA,NA,NA,NA
ENSG00000266729,NA,NA,NA,NA,NA,NA
ENSG00000266730,NA,NA,NA,NA,NA,NA
ENSG00000266731,NA,NA,NA,NA,NA,NA
ENSG00000266732,NA,NA,NA,NA,NA,NA
ENSG00000266733,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000266734,NA,NA,NA,NA,NA,NA
ENSG00000266735,NA,NA,NA,NA,NA,NA
ENSG00000266736,NA,NA,NA,NA,NA,NA
ENSG00000266737,NA,NA,NA,NA,NA,NA
ENSG00000266738,NA,NA,NA,NA,NA,NA
ENSG00000266739,NA,NA,NA,NA,NA,NA
ENSG00000266740,NA,NA,NA,NA,NA,NA
ENSG00000266741,NA,NA,NA,NA,NA,NA
ENSG00000266743,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000266744,NA,NA,NA,-0.012802856,0.744833869,NA
ENSG00000266745,NA,NA,NA,NA,NA,NA
ENSG00000266746,NA,NA,NA,NA,NA,NA
ENSG00000266747,NA,NA,NA,NA,NA,NA
ENSG00000266748,NA,NA,NA,NA,NA,NA
ENSG00000266749,NA,NA,NA,NA,NA,NA
ENSG00000266750,NA,NA,NA,NA,NA,NA
ENSG00000266751,NA,NA,NA,NA,NA,NA
ENSG00000266753,0.100771536,0.616393861,NA,-0.039271927,0.771088928,NA
ENSG00000266754,NA,NA,NA,NA,NA,NA
ENSG00000266755,NA,NA,NA,NA,NA,NA
ENSG00000266756,NA,NA,NA,NA,NA,NA
ENSG00000266757,NA,NA,NA,NA,NA,NA
ENSG00000266758,NA,NA,NA,NA,NA,NA
ENSG00000266759,NA,NA,NA,NA,NA,NA
ENSG00000266760,NA,NA,NA,NA,NA,NA
ENSG00000266761,NA,NA,NA,NA,NA,NA
ENSG00000266763,NA,NA,NA,NA,NA,NA
ENSG00000266764,NA,NA,NA,NA,NA,NA
ENSG00000266765,NA,NA,NA,NA,NA,NA
ENSG00000266766,NA,NA,NA,NA,NA,NA
ENSG00000266767,NA,NA,NA,NA,NA,NA
ENSG00000266768,NA,NA,NA,NA,NA,NA
ENSG00000266769,NA,NA,NA,NA,NA,NA
ENSG00000266770,-0.011911674,0.782043764,NA,0.007156764,0.802934389,NA
ENSG00000266771,NA,NA,NA,NA,NA,NA
ENSG00000266772,NA,NA,NA,NA,NA,NA
ENSG00000266773,NA,NA,NA,NA,NA,NA
ENSG00000266774,NA,NA,NA,NA,NA,NA
ENSG00000266775,NA,NA,NA,NA,NA,NA
ENSG00000266776,NA,NA,NA,NA,NA,NA
ENSG00000266777,-0.009438989,0.943654331,NA,0.019790602,0.866080619,NA
ENSG00000266778,NA,NA,NA,NA,NA,NA
ENSG00000266779,NA,NA,NA,NA,NA,NA
ENSG00000266780,-0.012069778,0.929028153,NA,0.005744293,0.950563167,NA
ENSG00000266781,NA,NA,NA,NA,NA,NA
ENSG00000266782,NA,NA,NA,NA,NA,NA
ENSG00000266783,-0.051937716,0.399663054,NA,0.011937574,0.860299805,NA
ENSG00000266784,NA,NA,NA,NA,NA,NA
ENSG00000266785,NA,NA,NA,NA,NA,NA
ENSG00000266786,NA,NA,NA,NA,NA,NA
ENSG00000266787,NA,NA,NA,NA,NA,NA
ENSG00000266788,NA,NA,NA,NA,NA,NA
ENSG00000266790,NA,NA,NA,NA,NA,NA
ENSG00000266791,NA,NA,NA,NA,NA,NA
ENSG00000266792,NA,NA,NA,NA,NA,NA
ENSG00000266793,NA,NA,NA,NA,NA,NA
ENSG00000266794,NA,NA,NA,NA,NA,NA
ENSG00000266795,NA,NA,NA,NA,NA,NA
ENSG00000266796,NA,NA,NA,NA,NA,NA
ENSG00000266797,NA,NA,NA,NA,NA,NA
ENSG00000266798,NA,NA,NA,NA,NA,NA
ENSG00000266799,NA,NA,NA,NA,NA,NA
ENSG00000266800,NA,NA,NA,NA,NA,NA
ENSG00000266801,-0.011911674,0.782043764,NA,0.034228878,0.572747173,NA
ENSG00000266802,NA,NA,NA,NA,NA,NA
ENSG00000266803,NA,NA,NA,NA,NA,NA
ENSG00000266804,NA,NA,NA,NA,NA,NA
ENSG00000266805,NA,NA,NA,NA,NA,NA
ENSG00000266806,NA,NA,NA,NA,NA,NA
ENSG00000266807,NA,NA,NA,NA,NA,NA
ENSG00000266808,NA,NA,NA,NA,NA,NA
ENSG00000266809,NA,NA,NA,NA,NA,NA
ENSG00000266810,NA,NA,NA,NA,NA,NA
ENSG00000266811,NA,NA,NA,NA,NA,NA
ENSG00000266812,NA,NA,NA,NA,NA,NA
ENSG00000266813,NA,NA,NA,NA,NA,NA
ENSG00000266814,NA,NA,NA,NA,NA,NA
ENSG00000266815,NA,NA,NA,NA,NA,NA
ENSG00000266816,NA,NA,NA,NA,NA,NA
ENSG00000266817,NA,NA,NA,NA,NA,NA
ENSG00000266818,NA,NA,NA,NA,NA,NA
ENSG00000266819,NA,NA,NA,NA,NA,NA
ENSG00000266820,NA,NA,NA,NA,NA,NA
ENSG00000266821,NA,NA,NA,NA,NA,NA
ENSG00000266822,NA,NA,NA,NA,NA,NA
ENSG00000266823,NA,NA,NA,NA,NA,NA
ENSG00000266824,0.035774686,0.488978856,NA,NA,NA,NA
ENSG00000266825,NA,NA,NA,NA,NA,NA
ENSG00000266826,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000266827,NA,NA,NA,NA,NA,NA
ENSG00000266828,NA,NA,NA,NA,NA,NA
ENSG00000266829,NA,NA,NA,NA,NA,NA
ENSG00000266830,0.074986289,0.402751993,NA,-0.012735558,0.801446698,NA
ENSG00000266831,NA,NA,NA,NA,NA,NA
ENSG00000266832,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000266833,NA,NA,NA,NA,NA,NA
ENSG00000266834,NA,NA,NA,NA,NA,NA
ENSG00000266835,0.036280455,0.682803409,NA,-0.048031607,0.591768083,NA
ENSG00000266836,NA,NA,NA,NA,NA,NA
ENSG00000266837,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000266838,NA,NA,NA,NA,NA,NA
ENSG00000266839,NA,NA,NA,NA,NA,NA
ENSG00000266840,NA,NA,NA,NA,NA,NA
ENSG00000266841,NA,NA,NA,NA,NA,NA
ENSG00000266842,NA,NA,NA,NA,NA,NA
ENSG00000266843,NA,NA,NA,NA,NA,NA
ENSG00000266844,NA,NA,NA,NA,NA,NA
ENSG00000266845,NA,NA,NA,NA,NA,NA
ENSG00000266846,0.012946606,0.763648132,NA,0.016531182,0.596643911,NA
ENSG00000266847,NA,NA,NA,NA,NA,NA
ENSG00000266849,NA,NA,NA,NA,NA,NA
ENSG00000266850,0.031361386,0.515604313,NA,NA,NA,NA
ENSG00000266851,NA,NA,NA,NA,NA,NA
ENSG00000266852,-0.051937716,0.399663054,NA,0.001763059,0.969729376,NA
ENSG00000266853,NA,NA,NA,NA,NA,NA
ENSG00000266854,NA,NA,NA,NA,NA,NA
ENSG00000266855,NA,NA,NA,NA,NA,NA
ENSG00000266856,NA,NA,NA,NA,NA,NA
ENSG00000266857,NA,NA,NA,NA,NA,NA
ENSG00000266858,NA,NA,NA,NA,NA,NA
ENSG00000266859,NA,NA,NA,NA,NA,NA
ENSG00000266860,NA,NA,NA,NA,NA,NA
ENSG00000266861,NA,NA,NA,NA,NA,NA
ENSG00000266862,NA,NA,NA,NA,NA,NA
ENSG00000266863,NA,NA,NA,0.000597533,0.986422881,NA
ENSG00000266864,NA,NA,NA,NA,NA,NA
ENSG00000266865,-0.038610124,0.815997857,NA,0.174819059,0.211799354,NA
ENSG00000266866,NA,NA,NA,NA,NA,NA
ENSG00000266867,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000266868,NA,NA,NA,NA,NA,NA
ENSG00000266869,0.093478033,0.54264424,NA,0.075010077,0.36498372,NA
ENSG00000266870,NA,NA,NA,NA,NA,NA
ENSG00000266871,NA,NA,NA,NA,NA,NA
ENSG00000266872,NA,NA,NA,NA,NA,NA
ENSG00000266874,NA,NA,NA,NA,NA,NA
ENSG00000266875,NA,NA,NA,NA,NA,NA
ENSG00000266876,-0.036302225,0.835715237,NA,0.062712119,0.636141033,NA
ENSG00000266877,NA,NA,NA,NA,NA,NA
ENSG00000266879,NA,NA,NA,NA,NA,NA
ENSG00000266880,NA,NA,NA,NA,NA,NA
ENSG00000266881,NA,NA,NA,NA,NA,NA
ENSG00000266882,NA,NA,NA,NA,NA,NA
ENSG00000266883,NA,NA,NA,NA,NA,NA
ENSG00000266884,NA,NA,NA,NA,NA,NA
ENSG00000266885,NA,NA,NA,NA,NA,NA
ENSG00000266886,NA,NA,NA,NA,NA,NA
ENSG00000266887,NA,NA,NA,NA,NA,NA
ENSG00000266888,NA,NA,NA,NA,NA,NA
ENSG00000266889,NA,NA,NA,NA,NA,NA
ENSG00000266890,NA,NA,NA,NA,NA,NA
ENSG00000266891,0.012946606,0.763648132,NA,0.007156764,0.802934389,NA
ENSG00000266892,NA,NA,NA,NA,NA,NA
ENSG00000266893,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000266895,NA,NA,NA,NA,NA,NA
ENSG00000266896,0.001689883,0.98263292,NA,0.001974025,0.982182422,NA
ENSG00000266897,NA,NA,NA,0.015840797,0.704000077,NA
ENSG00000266899,-0.058112507,0.674373517,NA,-0.08790633,0.37781117,NA
ENSG00000266900,-0.026681846,0.561111061,NA,0.000562389,0.986832295,NA
ENSG00000266901,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000266903,0.002866608,0.981505679,NA,-0.047875687,0.624348459,NA
ENSG00000266904,0.380898282,0.068403026,NA,0.204387685,0.114593248,NA
ENSG00000266905,NA,NA,NA,NA,NA,NA
ENSG00000266906,NA,NA,NA,NA,NA,NA
ENSG00000266907,-0.06387564,0.643976727,NA,-0.108753829,0.188172708,NA
ENSG00000266908,NA,NA,NA,NA,NA,NA
ENSG00000266909,NA,NA,NA,NA,NA,NA
ENSG00000266910,-0.040913482,0.455979025,NA,-0.025420853,0.663712078,NA
ENSG00000266911,NA,NA,NA,NA,NA,NA
ENSG00000266912,-0.045422091,0.431535893,NA,0.02169483,0.798229101,NA
ENSG00000266913,0.044350803,0.69998024,NA,-0.025670279,0.751669636,NA
ENSG00000266915,NA,NA,NA,NA,NA,NA
ENSG00000266916,-0.001735348,0.993310539,NA,0.32108938,0.061000322,0.284290847
ENSG00000266918,NA,NA,NA,NA,NA,NA
ENSG00000266919,NA,NA,NA,NA,NA,NA
ENSG00000266920,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000266921,0.000189529,0.99884798,NA,0.085560342,0.442247618,NA
ENSG00000266922,NA,NA,NA,NA,NA,NA
ENSG00000266923,NA,NA,NA,NA,NA,NA
ENSG00000266924,NA,NA,NA,NA,NA,NA
ENSG00000266925,NA,NA,NA,NA,NA,NA
ENSG00000266926,-0.017742868,0.786118105,NA,0.04784543,0.380373271,NA
ENSG00000266927,0.095539527,0.317913114,NA,-0.013458125,0.810721616,NA
ENSG00000266928,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000266929,NA,NA,NA,NA,NA,NA
ENSG00000266930,0.083142976,0.59058723,NA,-0.006341598,0.964220903,NA
ENSG00000266931,NA,NA,NA,NA,NA,NA
ENSG00000266932,NA,NA,NA,NA,NA,NA
ENSG00000266933,NA,NA,NA,0.018452608,0.57587658,NA
ENSG00000266934,0.001140052,0.981966119,NA,NA,NA,NA
ENSG00000266935,0.012946606,0.763648132,NA,-0.019318266,0.578141127,NA
ENSG00000266936,0.012946606,0.763648132,NA,-0.012004487,0.761947214,NA
ENSG00000266938,NA,NA,NA,NA,NA,NA
ENSG00000266939,NA,NA,NA,NA,NA,NA
ENSG00000266941,NA,NA,NA,NA,NA,NA
ENSG00000266942,-0.050230564,0.407758001,NA,0.026672382,0.569155655,NA
ENSG00000266943,NA,NA,NA,NA,NA,NA
ENSG00000266944,-0.011911674,0.782043764,NA,-0.006362426,0.824428122,NA
ENSG00000266945,NA,NA,NA,NA,NA,NA
ENSG00000266946,NA,NA,NA,NA,NA,NA
ENSG00000266947,0.088928621,0.545007081,NA,-0.004472357,0.963367768,NA
ENSG00000266949,NA,NA,NA,NA,NA,NA
ENSG00000266950,0.000237092,0.996363141,NA,-0.018749938,0.583845262,NA
ENSG00000266951,NA,NA,NA,NA,NA,NA
ENSG00000266952,NA,NA,NA,NA,NA,NA
ENSG00000266953,NA,NA,NA,NA,NA,NA
ENSG00000266954,NA,NA,NA,NA,NA,NA
ENSG00000266955,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000266956,NA,NA,NA,NA,NA,NA
ENSG00000266957,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000266958,NA,NA,NA,NA,NA,NA
ENSG00000266959,NA,NA,NA,NA,NA,NA
ENSG00000266960,NA,NA,NA,NA,NA,NA
ENSG00000266961,NA,NA,NA,NA,NA,NA
ENSG00000266962,0.148986835,0.25603482,NA,0.062692019,0.476696612,NA
ENSG00000266963,NA,NA,NA,NA,NA,NA
ENSG00000266964,0.034182326,0.626394542,NA,-0.038591546,0.588131689,NA
ENSG00000266965,NA,NA,NA,NA,NA,NA
ENSG00000266967,0.202101749,0.249880053,NA,0.034946813,0.756910898,NA
ENSG00000266968,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000266969,-0.033529308,0.510323102,NA,0.004858239,0.929578173,NA
ENSG00000266970,0.137200425,0.516090101,NA,-0.004353115,0.978796179,0.995075222
ENSG00000266971,NA,NA,NA,NA,NA,NA
ENSG00000266972,-0.060645616,0.705077349,NA,0.139098328,0.349226879,NA
ENSG00000266973,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000266975,-0.026681846,0.561111061,NA,NA,NA,NA
ENSG00000266976,NA,NA,NA,0.003644183,0.954911075,NA
ENSG00000266977,NA,NA,NA,NA,NA,NA
ENSG00000266978,NA,NA,NA,NA,NA,NA
ENSG00000266979,NA,NA,NA,NA,NA,NA
ENSG00000266980,NA,NA,NA,0.044320207,0.397186083,NA
ENSG00000266981,NA,NA,NA,NA,NA,NA
ENSG00000266982,NA,NA,NA,NA,NA,NA
ENSG00000266983,-5.53E-05,0.999143358,NA,-0.006362426,0.824428122,NA
ENSG00000266984,-0.15142626,0.506235295,0.815561458,0.0912858,0.591973084,0.842966063
ENSG00000266985,NA,NA,NA,NA,NA,NA
ENSG00000266986,NA,NA,NA,NA,NA,NA
ENSG00000266987,NA,NA,NA,NA,NA,NA
ENSG00000266988,NA,NA,NA,NA,NA,NA
ENSG00000266989,NA,NA,NA,NA,NA,NA
ENSG00000266990,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000266992,NA,NA,NA,NA,NA,NA
ENSG00000266993,-0.048136259,0.679010956,NA,0.052384106,0.567439997,NA
ENSG00000266994,NA,NA,NA,NA,NA,NA
ENSG00000266995,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000266996,NA,NA,NA,NA,NA,NA
ENSG00000266997,NA,NA,NA,NA,NA,NA
ENSG00000266998,NA,NA,NA,NA,NA,NA
ENSG00000266999,-0.010225441,0.950009317,NA,-0.005413609,0.972877199,NA
ENSG00000267000,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000267001,NA,NA,NA,NA,NA,NA
ENSG00000267002,0.067511948,0.735773812,NA,-0.11904031,0.464669696,NA
ENSG00000267003,NA,NA,NA,NA,NA,NA
ENSG00000267004,NA,NA,NA,NA,NA,NA
ENSG00000267005,NA,NA,NA,NA,NA,NA
ENSG00000267006,-0.011911674,0.782043764,NA,0.007156764,0.802934389,NA
ENSG00000267007,NA,NA,NA,NA,NA,NA
ENSG00000267009,0.034516128,0.728182837,NA,0.073043345,0.1707463,NA
ENSG00000267010,-0.113887129,0.393791124,NA,-0.146496051,0.131792751,NA
ENSG00000267011,0.036197695,0.681216998,NA,0.0150484,0.716202509,NA
ENSG00000267012,NA,NA,NA,NA,NA,NA
ENSG00000267013,NA,NA,NA,NA,NA,NA
ENSG00000267014,NA,NA,NA,NA,NA,NA
ENSG00000267015,NA,NA,NA,NA,NA,NA
ENSG00000267016,NA,NA,NA,-0.010300328,0.789347325,NA
ENSG00000267017,NA,NA,NA,NA,NA,NA
ENSG00000267018,-0.011911674,0.782043764,NA,-0.01278185,0.755228378,NA
ENSG00000267019,NA,NA,NA,NA,NA,NA
ENSG00000267020,NA,NA,NA,NA,NA,NA
ENSG00000267021,NA,NA,NA,NA,NA,NA
ENSG00000267022,NA,NA,NA,NA,NA,NA
ENSG00000267023,-0.077922193,0.728616545,0.917929197,-0.237392169,0.151142203,0.46069428
ENSG00000267024,0.029665626,0.530044932,NA,0.021033466,0.550071817,NA
ENSG00000267025,0.07435636,0.626455752,NA,0.050745195,0.673980668,NA
ENSG00000267026,NA,NA,NA,0.030228594,0.520989195,NA
ENSG00000267027,NA,NA,NA,NA,NA,NA
ENSG00000267028,NA,NA,NA,NA,NA,NA
ENSG00000267029,NA,NA,NA,NA,NA,NA
ENSG00000267030,NA,NA,NA,NA,NA,NA
ENSG00000267032,NA,NA,NA,NA,NA,NA
ENSG00000267033,0.001160417,0.981820259,NA,0.000562389,0.986832295,NA
ENSG00000267034,NA,NA,NA,NA,NA,NA
ENSG00000267035,NA,NA,NA,NA,NA,NA
ENSG00000267036,NA,NA,NA,NA,NA,NA
ENSG00000267037,NA,NA,NA,NA,NA,NA
ENSG00000267038,NA,NA,NA,NA,NA,NA
ENSG00000267039,NA,NA,NA,NA,NA,NA
ENSG00000267040,-0.283782079,0.151046112,NA,0.15071487,0.366454372,0.696224602
ENSG00000267041,-0.013286118,0.948562385,0.987645811,0.181396194,0.07687819,0.325006863
ENSG00000267042,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000267043,NA,NA,NA,NA,NA,NA
ENSG00000267044,NA,NA,NA,NA,NA,NA
ENSG00000267045,0.012946606,0.763648132,NA,0.021033466,0.550071817,NA
ENSG00000267046,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000267047,NA,NA,NA,NA,NA,NA
ENSG00000267048,NA,NA,NA,NA,NA,NA
ENSG00000267049,-0.026681846,0.561111061,NA,-0.026747498,0.573564373,NA
ENSG00000267050,NA,NA,NA,NA,NA,NA
ENSG00000267051,NA,NA,NA,NA,NA,NA
ENSG00000267052,NA,NA,NA,NA,NA,NA
ENSG00000267053,0.023101939,0.814726826,NA,-0.038442953,0.655007048,NA
ENSG00000267054,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000267055,0.001428701,0.989056564,NA,-0.034754789,0.367527277,NA
ENSG00000267056,-0.017716936,0.826480658,NA,0.019999748,0.560144035,NA
ENSG00000267057,-0.031981791,0.776360878,NA,0.007156764,0.802934389,NA
ENSG00000267058,-0.087481694,0.613920484,NA,-0.01514157,0.910098333,NA
ENSG00000267059,NA,NA,NA,NA,NA,NA
ENSG00000267060,0.385726687,0.078955118,NA,-0.000244148,0.998823666,0.999780209
ENSG00000267061,NA,NA,NA,NA,NA,NA
ENSG00000267062,NA,NA,NA,NA,NA,NA
ENSG00000267063,NA,NA,NA,NA,NA,NA
ENSG00000267064,0.000237092,0.996363141,NA,0.041262802,0.549536821,NA
ENSG00000267065,NA,NA,NA,NA,NA,NA
ENSG00000267066,NA,NA,NA,NA,NA,NA
ENSG00000267067,-0.051937716,0.399663054,NA,0.014335593,0.731627316,NA
ENSG00000267069,0.022512019,0.792449965,NA,-0.037170294,0.661630734,NA
ENSG00000267070,0.004853677,0.954999566,NA,0.027126576,0.560293707,NA
ENSG00000267071,NA,NA,NA,NA,NA,NA
ENSG00000267072,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000267073,NA,NA,NA,NA,NA,NA
ENSG00000267074,NA,NA,NA,NA,NA,NA
ENSG00000267075,NA,NA,NA,NA,NA,NA
ENSG00000267076,-0.017089679,0.926640932,NA,-0.011862219,0.938464208,NA
ENSG00000267077,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000267078,NA,NA,NA,NA,NA,NA
ENSG00000267079,-0.033529308,0.510323102,NA,-0.039166796,0.450948577,NA
ENSG00000267080,-0.180507916,0.43836428,0.776009364,0.019250276,0.910208706,0.974284395
ENSG00000267081,NA,NA,NA,NA,NA,NA
ENSG00000267082,0.117114841,0.306815493,NA,-0.024964014,0.749287418,NA
ENSG00000267083,NA,NA,NA,NA,NA,NA
ENSG00000267084,NA,NA,NA,NA,NA,NA
ENSG00000267085,NA,NA,NA,NA,NA,NA
ENSG00000267086,NA,NA,NA,NA,NA,NA
ENSG00000267087,NA,NA,NA,NA,NA,NA
ENSG00000267088,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000267089,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000267090,NA,NA,NA,NA,NA,NA
ENSG00000267091,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000267092,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000267093,0.000520368,0.994064895,NA,-0.013605231,0.824234075,NA
ENSG00000267094,NA,NA,NA,NA,NA,NA
ENSG00000267095,NA,NA,NA,0.000544645,0.987043728,NA
ENSG00000267096,-0.085096209,0.276174644,NA,0.084649841,0.250949319,NA
ENSG00000267097,NA,NA,NA,NA,NA,NA
ENSG00000267098,NA,NA,NA,NA,NA,NA
ENSG00000267099,NA,NA,NA,NA,NA,NA
ENSG00000267100,0.348839525,0.053149828,0.344067538,-0.137717869,0.295606367,0.639482478
ENSG00000267101,NA,NA,NA,NA,NA,NA
ENSG00000267102,0.432202909,0.062594105,0.370086564,0.637467657,0.000198831,0.005594498
ENSG00000267104,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000267105,NA,NA,NA,NA,NA,NA
ENSG00000267106,-0.136532716,0.542786354,0.833039008,0.401616159,0.014867646,0.118888571
ENSG00000267107,NA,NA,NA,NA,NA,NA
ENSG00000267108,NA,NA,NA,-0.012507738,0.762432944,NA
ENSG00000267109,NA,NA,NA,NA,NA,NA
ENSG00000267110,NA,NA,NA,NA,NA,NA
ENSG00000267112,NA,NA,NA,NA,NA,NA
ENSG00000267113,NA,NA,NA,NA,NA,NA
ENSG00000267114,-0.040913482,0.455979025,NA,-0.028376414,0.637073551,NA
ENSG00000267115,0.012946606,0.763648132,NA,0.000544645,0.987043728,NA
ENSG00000267116,NA,NA,NA,NA,NA,NA
ENSG00000267117,0.035774686,0.488978856,NA,0.021033466,0.550071817,NA
ENSG00000267118,NA,NA,NA,NA,NA,NA
ENSG00000267119,0.02137112,0.742359459,NA,0.001569484,0.973407116,NA
ENSG00000267120,NA,NA,NA,NA,NA,NA
ENSG00000267121,-0.033529308,0.510323102,NA,-0.028376414,0.637073551,NA
ENSG00000267122,-0.011911674,0.782043764,NA,-0.006362426,0.824428122,NA
ENSG00000267123,0.012946606,0.763648132,NA,-0.006362426,0.824428122,NA
ENSG00000267124,NA,NA,NA,NA,NA,NA
ENSG00000267125,NA,NA,NA,NA,NA,NA
ENSG00000267126,NA,NA,NA,NA,NA,NA
ENSG00000267127,0.254588999,0.076663751,NA,-0.061873708,0.573974759,NA
ENSG00000267128,0.070115191,0.670031962,NA,-0.075098106,0.546985685,NA
ENSG00000267129,NA,NA,NA,NA,NA,NA
ENSG00000267130,-0.016151131,0.842657411,NA,0.040424765,0.316107756,NA
ENSG00000267131,NA,NA,NA,NA,NA,NA
ENSG00000267132,-0.011911674,0.782043764,NA,-0.052074823,0.42573146,NA
ENSG00000267133,NA,NA,NA,NA,NA,NA
ENSG00000267134,NA,NA,NA,NA,NA,NA
ENSG00000267135,NA,NA,NA,NA,NA,NA
ENSG00000267136,NA,NA,NA,NA,NA,NA
ENSG00000267137,NA,NA,NA,NA,NA,NA
ENSG00000267138,-0.018533929,0.775295981,NA,0.015951812,0.769142632,NA
ENSG00000267139,NA,NA,NA,NA,NA,NA
ENSG00000267140,NA,NA,NA,NA,NA,NA
ENSG00000267141,0.003902457,0.969508856,NA,-0.010642962,0.905186062,NA
ENSG00000267142,NA,NA,NA,-0.012707434,0.760544176,NA
ENSG00000267143,NA,NA,NA,NA,NA,NA
ENSG00000267144,0.012946606,0.763648132,NA,0.000562389,0.986832295,NA
ENSG00000267145,NA,NA,NA,NA,NA,NA
ENSG00000267146,NA,NA,NA,NA,NA,NA
ENSG00000267147,-0.041267454,0.752066279,NA,-0.096457938,0.250443473,NA
ENSG00000267148,NA,NA,NA,NA,NA,NA
ENSG00000267149,0.095265083,0.318128005,NA,0.021033466,0.550071817,NA
ENSG00000267150,0.041232759,0.715069874,NA,-0.041377095,0.558063902,NA
ENSG00000267151,NA,NA,NA,NA,NA,NA
ENSG00000267152,-0.127304715,0.520837401,NA,0.049836736,0.743596216,NA
ENSG00000267153,NA,NA,NA,NA,NA,NA
ENSG00000267154,NA,NA,NA,NA,NA,NA
ENSG00000267156,-0.052870527,0.818959626,0.953089735,-0.038892881,0.820646278,0.943182401
ENSG00000267157,NA,NA,NA,NA,NA,NA
ENSG00000267159,0.001947003,0.983187673,NA,0.002623509,0.957403563,NA
ENSG00000267160,0.071228373,0.318945254,NA,0.074126497,0.236633896,NA
ENSG00000267161,-0.475286436,0.031379465,NA,0.081750288,0.633884661,0.864899187
ENSG00000267162,NA,NA,NA,NA,NA,NA
ENSG00000267163,0.001140052,0.981966119,NA,NA,NA,NA
ENSG00000267165,NA,NA,NA,NA,NA,NA
ENSG00000267166,0.035774686,0.488978856,NA,0.017574153,0.741917816,NA
ENSG00000267167,-0.033529308,0.510323102,NA,0.001810351,0.970412574,NA
ENSG00000267168,NA,NA,NA,NA,NA,NA
ENSG00000267169,-0.12930377,0.534339392,NA,-0.030267905,0.857003782,0.955165741
ENSG00000267170,NA,NA,NA,NA,NA,NA
ENSG00000267172,0.001160417,0.981820259,NA,NA,NA,NA
ENSG00000267173,NA,NA,NA,NA,NA,NA
ENSG00000267174,0.001160417,0.981820259,NA,-0.006362426,0.824428122,NA
ENSG00000267175,NA,NA,NA,NA,NA,NA
ENSG00000267177,NA,NA,NA,NA,NA,NA
ENSG00000267178,-0.056712475,0.788356239,NA,0.00613133,0.968026903,NA
ENSG00000267179,NA,NA,NA,NA,NA,NA
ENSG00000267180,NA,NA,NA,NA,NA,NA
ENSG00000267181,NA,NA,NA,NA,NA,NA
ENSG00000267182,NA,NA,NA,NA,NA,NA
ENSG00000267183,-0.011911674,0.782043764,NA,-0.027354255,0.561975458,NA
ENSG00000267184,0.02137112,0.742359459,NA,-0.044653803,0.408623548,NA
ENSG00000267185,-0.182340297,0.426535302,0.770139554,-0.09590546,0.576242339,0.833510943
ENSG00000267186,NA,NA,NA,NA,NA,NA
ENSG00000267187,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000267188,NA,NA,NA,NA,NA,NA
ENSG00000267189,NA,NA,NA,NA,NA,NA
ENSG00000267190,NA,NA,NA,NA,NA,NA
ENSG00000267191,-0.053887448,0.615385416,NA,0.005760496,0.935564324,NA
