GeneID,log2(FC)M2,P-valueM2,P-adjM2,log2(FC)M4,P-valueM4,P-adjM4
ENSG00000000003,-0.295139442,0.034359789,0.280204737,0.022290964,0.775975432,0.926433636
ENSG00000000005,-0.234972489,0.269082752,NA,-0.088031978,0.547205849,NA
ENSG00000000419,-0.212192176,0.175546225,0.558926915,-0.148940269,0.144602602,0.452168936
ENSG00000000457,-0.071840222,0.74752018,0.926045219,0.019874164,0.90143565,0.971506307
ENSG00000000460,-0.504841017,0.005992798,0.116924807,-0.075754327,0.491601089,0.783021191
ENSG00000000938,0.09250463,0.46575284,NA,0.092970443,0.424173222,NA
ENSG00000000971,-0.011911674,0.782043764,NA,0.007156764,0.802934389,NA
ENSG00000001036,0.092598216,0.544143067,0.833988346,-0.162519504,0.089345909,0.354197373
ENSG00000001084,-0.286920501,0.054269931,0.347956458,-0.164917489,0.069661356,0.309347514
ENSG00000001167,0.081227103,0.567685474,0.846573869,0.092366504,0.304634175,0.64786713
ENSG00000001460,0.186595752,0.34256668,0.720044582,0.191280049,0.194384946,0.519644733
ENSG00000001461,-0.117530903,0.55423271,0.839760438,0.109165223,0.408349349,0.72563337
ENSG00000001497,0.038955868,0.767615741,0.931829378,-0.043817805,0.596484032,0.845259719
ENSG00000001561,0.250991968,0.255040972,0.644558244,-0.074812933,0.649830494,0.871076878
ENSG00000001617,0.492821851,0.001833314,0.057819203,0.495960565,2.13E-06,0.000147461
ENSG00000001626,-0.141469142,0.475961599,NA,-0.46748654,0.004586732,0.055939986
ENSG00000001629,-0.04553866,0.745047811,0.924741354,0.034548304,0.673445064,0.879468259
ENSG00000001630,0.073593318,0.750814402,0.926232933,0.175281421,0.306533743,0.649158436
ENSG00000001631,-0.176683365,0.274781849,0.662615032,0.012342697,0.907504469,0.973931756
ENSG00000002016,-0.116841015,0.594874231,0.857377681,0.342575876,0.029380224,0.182945176
ENSG00000002079,-0.01773047,0.773506244,NA,-0.006362426,0.824428122,NA
ENSG00000002330,-0.003005317,0.989706296,0.997682338,-0.001153484,0.994625631,0.998373227
ENSG00000002549,-0.144844139,0.340644051,0.71811941,-0.177420081,0.056754155,0.27342801
ENSG00000002586,NA,NA,NA,NA,NA,NA
ENSG00000002587,0.034076365,0.868922403,NA,0.072549556,0.649260519,NA
ENSG00000002726,-0.071669143,0.486694333,NA,-0.085468668,0.416458687,NA
ENSG00000002745,0.087029657,0.53211599,NA,-0.037896316,0.719982897,NA
ENSG00000002746,-0.184779004,0.41539734,0.763543997,0.163510683,0.302565253,0.645952728
ENSG00000002822,0.096075895,0.593901979,0.856745987,0.098194462,0.417320814,0.73118789
ENSG00000002834,-0.091490307,0.431741863,0.772812515,0.132309545,0.064721369,0.295340244
ENSG00000002919,-0.017934085,0.919750173,0.982187736,-0.064550761,0.579552176,0.835580105
ENSG00000002933,0.00073118,0.992017776,NA,-0.119762249,0.266807323,NA
ENSG00000003056,-0.116934544,0.436550195,0.77492124,-0.187561096,0.029744294,0.184281457
ENSG00000003096,-0.449274285,0.01428645,0.182832372,-0.41034172,0.001015963,0.018889955
ENSG00000003137,0.18064515,0.188399972,NA,0.092990892,0.323411146,NA
ENSG00000003147,-0.117912554,0.492389443,0.807878982,-0.001450292,0.990183448,0.997909484
ENSG00000003249,-0.273367214,0.059698586,0.362701337,-0.375248275,8.34E-05,0.002814684
ENSG00000003393,-0.055360424,0.697788728,0.906857494,0.246914895,0.00776303,0.077890637
ENSG00000003400,0.005510518,0.981109435,0.99593375,-0.165104696,0.330059165,0.66854121
ENSG00000003402,0.005784809,0.95235774,NA,0.142698229,0.365148143,0.695061302
ENSG00000003436,0.191706059,0.407203257,0.761620964,-0.084318183,0.606156102,0.850753979
ENSG00000003509,0.336461967,0.035689443,0.283803691,-0.320932494,0.003635688,0.047962699
ENSG00000003756,0.06701474,0.679140287,0.899910896,-0.050682295,0.621354836,0.858302535
ENSG00000003987,-0.054030198,0.805933168,0.947948148,-0.010631317,0.947024721,0.985952589
ENSG00000003989,-0.208364279,0.1575819,0.53789318,0.067692505,0.4742801,0.769860768
ENSG00000004059,0.115859217,0.402869467,0.76026839,-0.186816995,0.03586638,0.205848433
ENSG00000004139,-0.210928838,0.360743997,0.729329989,0.057157966,0.729145183,0.905721466
ENSG00000004142,-0.150929774,0.255890347,0.645329128,-0.219814454,0.004504858,0.055513129
ENSG00000004399,0.084542702,0.631600864,0.875889011,0.37641075,0.000678491,0.014156458
ENSG00000004455,-0.013955466,0.91987851,0.982187736,0.11184898,0.196626098,0.522440953
ENSG00000004468,0.07581632,0.596002893,NA,-0.023127161,0.803527011,NA
ENSG00000004478,-0.373663457,0.001897715,0.058936061,0.411337703,8.91E-09,1.61E-06
ENSG00000004487,-0.054360003,0.628694229,0.875237519,-0.003229294,0.957056382,0.98846993
ENSG00000004534,-0.204361748,0.143720819,0.518060135,0.075523563,0.42156954,0.733527318
ENSG00000004660,0.118742601,0.58696991,0.854409982,-0.075546559,0.63204348,0.864264335
ENSG00000004700,-0.091469181,0.538603975,0.832975627,-0.111013171,0.254459831,0.595819101
ENSG00000004766,-0.260101663,0.203823766,0.59324158,-0.040235719,0.768819274,0.92378196
ENSG00000004776,NA,NA,NA,-0.068528116,0.372799646,NA
ENSG00000004777,0.206283329,0.278113247,0.665522303,0.110682717,0.385395355,0.710345218
ENSG00000004779,0.004821158,0.971927456,0.99485937,-0.146562401,0.145392807,0.452792514
ENSG00000004799,-0.034243816,0.780216025,NA,0.015694709,0.853329043,NA
ENSG00000004809,0.012946606,0.763648132,NA,-0.08889473,0.275296351,NA
ENSG00000004838,0.079985898,0.485058834,NA,-0.009043114,0.898008624,NA
ENSG00000004846,-5.53E-05,0.999143358,NA,NA,NA,NA
ENSG00000004848,-0.011911674,0.782043764,NA,-0.006362426,0.824428122,NA
ENSG00000004864,-0.414648471,0.001950065,0.059865185,-0.061896649,0.398458237,0.719359254
ENSG00000004866,-0.463595501,0.017601115,0.202807821,-0.216376685,0.079507215,0.332149592
ENSG00000004897,0.026736434,0.848280671,0.963642189,-0.004520959,0.958524162,0.989232531
ENSG00000004939,0.021333107,0.829398158,NA,0.014855492,0.717948016,NA
ENSG00000004948,0.144213005,0.460486629,NA,-0.257287175,0.127502127,0.423512052
ENSG00000004961,-0.370084219,0.041582009,0.303610167,-0.211240872,0.063705545,0.292390968
ENSG00000004975,-0.029833255,0.842735499,0.961447892,-0.000924103,0.992010502,0.998373227
ENSG00000005001,0.208934014,0.205949319,NA,-0.007952615,0.946270423,NA
ENSG00000005007,0.116593656,0.414896195,0.763543997,0.074648768,0.323943225,0.66404444
ENSG00000005020,-0.208451279,0.365456495,0.733083227,0.299370915,0.069044593,0.307716982
ENSG00000005022,-0.086747877,0.439825441,0.77713131,-0.063206933,0.32510669,0.664139587
ENSG00000005059,-0.284510551,0.161285374,0.539518572,-0.443179442,0.001759404,0.02847379
ENSG00000005073,NA,NA,NA,NA,NA,NA
ENSG00000005075,0.03630766,0.846914279,0.963313397,-0.002309209,0.984678392,0.996731479
ENSG00000005100,-0.131075225,0.30710457,0.692190987,-0.151646835,0.052318956,0.25981314
ENSG00000005102,0.012946606,0.763648132,NA,-0.006362426,0.824428122,NA
ENSG00000005108,0.020504012,0.928211779,0.983668691,-0.061019602,0.698936882,NA
ENSG00000005156,-0.007830456,0.952794433,0.989537975,0.039632434,0.625202497,0.860637054
ENSG00000005175,-0.247828835,0.121965305,0.48204463,-0.019194432,0.841053343,0.949053216
ENSG00000005187,0.33024507,0.156273788,0.5352002,-0.350098597,0.04042617,0.222207555
ENSG00000005189,0.205993462,0.358756053,0.728817201,0.051489795,0.752738066,0.916558956
ENSG00000005194,-0.101561466,0.467847218,0.795737163,-0.060252396,0.467159506,0.764947868
ENSG00000005206,0.263986226,0.156212344,0.535132546,0.112129412,0.339544347,0.675700724
ENSG00000005238,-0.075818112,0.736209669,0.92069245,-0.163388703,0.308314156,0.651335926
ENSG00000005243,-0.068000569,0.332842812,NA,-0.041492315,0.423787458,NA
ENSG00000005249,-0.330538274,0.029354594,0.260198006,-0.120296757,0.204677969,0.531699689
ENSG00000005302,-0.222295361,0.267149735,0.655066517,-0.005989903,0.963428635,0.991147891
ENSG00000005339,-0.113895676,0.441305601,0.778060168,-0.027685159,0.765308044,0.921620634
ENSG00000005379,0.239965481,0.286551552,0.673627224,0.05975915,0.71781082,0.899752518
ENSG00000005381,0.192875343,0.138109957,NA,0.087854653,0.183185184,NA
ENSG00000005421,0.042189153,0.649342951,NA,-0.029265426,0.551684425,NA
ENSG00000005436,0.02099809,0.90989722,0.97976862,-0.219358335,0.101596788,0.376875176
ENSG00000005448,1.042221112,4.59E-11,1.84E-08,0.37873702,0.000556252,0.012128431
ENSG00000005469,0.017077679,0.941521665,0.98498734,0.008077791,0.962319179,0.990887002
ENSG00000005471,-0.068864388,0.699399773,NA,-0.025176592,0.870314579,NA
ENSG00000005483,0.16496574,0.250183201,0.640514198,0.069847537,0.426839774,0.737802831
ENSG00000005486,0.227745705,0.206034015,0.595633828,-0.005828429,0.959605667,0.98944515
ENSG00000005513,-0.058573915,0.801427814,0.945079847,0.110432842,0.508275826,0.792417145
ENSG00000005700,-0.168459495,0.231382145,0.619160294,-0.053405267,0.561841948,0.826078098
ENSG00000005801,0.048082841,0.737710615,0.921065065,0.041581231,0.629887904,0.863667956
ENSG00000005810,-0.131775224,0.443052644,0.779479207,-0.107685981,0.350421244,0.684091655
ENSG00000005812,-0.150341275,0.446760455,0.782403446,-0.127985499,0.342427021,0.677895809
ENSG00000005844,-0.011911674,0.782043764,NA,-0.036859958,0.34965316,NA
ENSG00000005882,-0.088923394,0.682271721,0.900837045,-0.173641551,0.25669659,0.597548773
ENSG00000005884,0.501369066,0.003497797,0.08407814,0.180516465,0.147643559,0.45536267
ENSG00000005889,-0.284982536,0.117603096,0.475599666,-0.037008749,0.775557843,0.926433636
ENSG00000005893,0.13385251,0.368158452,0.735410955,-0.078275354,0.41248456,0.728443257
ENSG00000005955,0.048247764,0.751940762,0.926296474,-0.104882072,0.29671899,0.640474764
ENSG00000005961,0.444099325,0.048120363,0.328899352,0.215349598,0.1981401,0.523964587
ENSG00000005981,0.012946606,0.763648132,NA,0.019999748,0.560144035,NA
ENSG00000006007,-0.103558087,0.466422929,0.794929222,-0.039400195,0.658343974,0.874225103
ENSG00000006015,0.452438433,0.0253941,0.245450808,0.202379549,0.179397429,0.501027169
ENSG00000006016,0.24413404,0.283799665,0.67095991,0.632744608,0.000195376,0.005520178
ENSG00000006025,0.122179822,0.599840794,0.860292397,-0.065986936,0.692294702,0.887139388
ENSG00000006042,-0.178733954,0.193089157,0.583115834,0.025034601,0.775601579,0.926433636
ENSG00000006047,0.33191459,0.069888651,0.386866161,0.463003027,0.000151145,0.004485403
ENSG00000006059,NA,NA,NA,NA,NA,NA
ENSG00000006062,0.016098911,0.943033104,0.985375311,0.390751484,0.004293686,0.053768214
ENSG00000006071,0.012647841,0.951038788,NA,-0.031510991,0.832201053,NA
ENSG00000006074,NA,NA,NA,NA,NA,NA
ENSG00000006075,NA,NA,NA,NA,NA,NA
ENSG00000006114,-0.04318313,0.76889492,0.932269797,-0.02646703,0.773914995,0.925925014
ENSG00000006116,0.029665626,0.530044932,NA,-0.018749938,0.583845262,NA
ENSG00000006118,-0.183349957,0.223388433,0.612041392,-0.034738091,0.725180014,0.903724699
ENSG00000006125,0.065400998,0.564415647,0.8451749,-0.02737454,0.655771104,0.872668455
ENSG00000006128,-0.064852792,0.778782905,0.935822633,0.308020825,0.069946961,0.309897019
ENSG00000006194,0.047219928,0.770984367,0.932428005,0.034881272,0.749625131,0.91490425
ENSG00000006210,0.363129567,0.115103982,0.47114077,-0.350517351,0.041107903,0.224709948
ENSG00000006282,0.340834077,0.068060033,0.383390556,-0.107479821,0.441406215,0.748293885
ENSG00000006283,-0.122859583,0.577749724,0.849802165,0.047064343,0.776795911,0.926664995
ENSG00000006327,0.311678205,0.049534982,0.334120349,0.297313458,0.005709856,0.064263131
ENSG00000006377,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000006432,0.195999619,0.187099263,0.573540766,0.209371206,0.041723864,0.22725263
ENSG00000006451,-0.000615812,0.996397114,0.998887329,0.213934118,0.003697572,0.048403926
ENSG00000006453,0.108505766,0.493734828,0.8085322,0.143986117,0.151013628,0.46069428
ENSG00000006459,0.588967143,0.000834549,0.033475846,0.666067402,1.98E-08,3.12E-06
ENSG00000006468,-0.240440188,0.076181569,0.402083313,-0.095665908,0.254978889,0.596313795
ENSG00000006530,0.109197802,0.470427267,0.796675539,0.204971258,0.042357094,0.229045816
ENSG00000006534,0.229854592,0.24999571,NA,0.130148357,0.33004576,NA
ENSG00000006555,0.009454866,0.962149388,NA,-0.043227534,0.728711853,NA
ENSG00000006576,-0.038571515,0.812604781,0.949933119,0.040237737,0.712032889,0.896942765
ENSG00000006606,0.485571184,0.036580097,0.285451899,0.38330302,0.023033744,0.156191817
ENSG00000006607,0.102100317,0.535687786,0.831414343,-0.026245228,0.823461498,0.944437416
ENSG00000006611,0.171210584,0.388244733,NA,0.102036331,0.448474734,NA
ENSG00000006625,-0.130876754,0.353353016,0.724890412,-0.01604523,0.853329334,0.953724732
ENSG00000006634,-0.379689914,0.018257162,0.20732171,-0.163635119,0.09128248,0.357498963
ENSG00000006638,0.001006102,0.994611051,NA,-0.09300318,0.380824273,NA
ENSG00000006652,-0.266184039,0.252957539,0.643019147,0.44982082,2.89E-06,0.000186522
ENSG00000006659,0.157483064,0.257620119,NA,NA,NA,NA
ENSG00000006695,-0.033660296,0.849010335,0.963642189,-0.110800854,0.33668139,0.673984352
ENSG00000006704,0.183317964,0.248970162,0.639178135,-0.119742587,0.280537064,0.625044138
ENSG00000006712,-0.325458056,0.061367681,0.367062231,-0.134047821,0.200179999,0.526612433
ENSG00000006715,-0.306192518,0.048327262,0.329611441,0.070776024,0.45051159,0.753232535
ENSG00000006740,0.11269831,0.524928701,0.823915971,-0.224634242,0.057816966,0.276056328
ENSG00000006744,-0.264846918,0.039686708,0.297731493,-0.115740786,0.165577281,0.481259983
ENSG00000006747,0.091601803,0.614743138,NA,0.006246208,0.963950502,NA
ENSG00000006756,0.472869255,0.040353152,0.299925019,-0.064869455,0.705477912,0.892925006
ENSG00000006757,0.273705135,0.181513831,0.565443483,-0.001642312,0.991456326,0.998321409
ENSG00000006788,NA,NA,NA,0.019999748,0.560144035,NA
ENSG00000006831,-0.239467293,0.079335443,0.408811621,0.113464671,0.170470326,0.488920968
ENSG00000006837,-0.013249063,0.929051289,NA,0.088972479,0.44528707,NA
ENSG00000007001,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000007038,0.06011679,0.63210483,NA,0.003722931,0.932727241,NA
ENSG00000007047,0.340869837,0.042350269,0.306505633,-0.004804756,0.967219059,0.9930041
ENSG00000007062,-0.562939057,3.62E-05,0.003270173,-0.59399231,2.22E-13,1.21E-10
ENSG00000007080,0.264440362,0.087022362,0.4252647,0.054609161,0.599369929,0.846734894
ENSG00000007129,-0.011911674,0.782043764,NA,-0.011729921,0.825532389,NA
ENSG00000007168,-0.078411816,0.539172627,0.832975627,-0.013182307,0.853321025,0.953724732
ENSG00000007171,0.289742154,0.21330638,0.603608215,0.097909661,0.568148506,0.829431466
ENSG00000007174,-0.11417076,0.455627996,NA,-0.195548379,0.154480343,NA
ENSG00000007202,-0.22231319,0.079172165,0.408474508,-0.150417651,0.060255209,0.281795717
ENSG00000007216,NA,NA,NA,NA,NA,NA
ENSG00000007237,0.181912274,0.351488939,0.723146662,0.288059298,0.029407349,0.182946085
ENSG00000007255,0.759806348,0.000117223,0.008313125,-0.013494868,0.923573392,0.977544012
ENSG00000007264,-0.116393273,0.590457699,0.855887578,-0.52140778,0.00046544,0.010689811
ENSG00000007306,NA,NA,NA,NA,NA,NA
ENSG00000007312,0.11785487,0.586610739,NA,0.25090186,0.123914884,NA
ENSG00000007314,-0.015943762,0.935077903,0.984127528,0.337750457,0.023575149,0.158673041
ENSG00000007341,-0.144758796,0.506338797,0.815561458,-0.151656378,0.333740331,0.671939782
ENSG00000007350,0.012946606,0.763648132,NA,0.002085581,0.966275259,NA
ENSG00000007372,0.23004772,0.210757863,NA,0.013470593,0.921028259,NA
ENSG00000007376,-0.439672829,0.019875911,0.215297209,-0.313783602,0.023865781,0.159993932
ENSG00000007384,0.326475207,0.093836165,0.437039555,0.077818736,0.580920149,0.836796501
ENSG00000007392,-0.48493754,0.001503963,0.050763204,0.104933295,0.316752271,0.657509798
ENSG00000007402,0.239827357,0.153302676,0.531261652,-0.349843006,0.004988587,0.058779505
ENSG00000007516,-0.02495106,0.914503092,0.98050131,0.28166933,0.098304937,0.3711974
ENSG00000007520,0.079043298,0.669235938,0.89547717,-0.107038066,0.411189097,0.727577292
ENSG00000007541,0.051564272,0.78889861,0.940542546,-0.026807548,0.835567168,0.947689594
ENSG00000007545,0.18834354,0.34265454,0.720090648,0.179681226,0.20053678,0.526763472
ENSG00000007866,0.573315584,0.000716138,0.029942486,0.464706381,1.46E-05,0.000710566
ENSG00000007908,NA,NA,NA,0.000609071,0.986291017,NA
ENSG00000007923,-0.361116591,0.019205932,0.211611456,0.031221367,0.730905612,0.906413854
ENSG00000007933,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000007944,-0.051238167,0.758574011,0.927426994,0.035759489,0.732279653,0.906971532
ENSG00000007952,-0.12292327,0.3276282,NA,0.104329204,0.366415728,NA
ENSG00000007968,-0.3586219,0.096695815,0.440540935,-0.082129389,0.595043405,0.844731313
ENSG00000008018,-0.067765323,0.583250962,0.85261837,-0.115905053,0.116241911,0.403913093
ENSG00000008056,-0.309711628,0.151781488,0.527660511,-0.422086826,0.003085982,0.042619237
ENSG00000008083,-0.000612859,0.995998574,0.998799819,0.217242256,0.001852068,0.029480926
ENSG00000008086,-0.047011598,0.827749496,0.957116864,-0.011537432,0.940610577,0.983434664
ENSG00000008118,0.181132493,0.415083582,NA,0.281223776,0.05761479,NA
ENSG00000008128,0.126602842,0.528281488,NA,0.063158195,0.661945811,NA
ENSG00000008130,0.228582532,0.115952817,0.472856622,-0.321647372,0.000552395,0.012063728
ENSG00000008196,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000008197,NA,NA,NA,NA,NA,NA
ENSG00000008226,-0.140216167,0.372012943,NA,0.045490055,0.715500054,NA
ENSG00000008256,-0.082771848,0.656951388,0.888580402,0.054691352,0.666032727,0.877177652
ENSG00000008277,-0.283493258,0.085652908,0.422050183,0.150314277,0.147778834,0.455494671
ENSG00000008282,-0.111126839,0.403795714,0.760686378,-0.019761574,0.814868881,0.941113156
ENSG00000008283,-0.071095604,0.677344225,0.899287171,-0.048299515,0.668171339,0.877879025
ENSG00000008294,0.299260904,0.028788285,0.258671084,-0.177758487,0.02764163,0.17649519
ENSG00000008300,0.145567756,0.405118638,0.761396504,0.18739642,0.066897697,0.300459465
ENSG00000008311,-0.083524607,0.503264708,0.813706501,-0.644138006,3.75E-20,7.26E-17
ENSG00000008323,-0.015277819,0.930995982,0.983844011,-0.157256617,0.208952628,0.537148499
ENSG00000008324,0.026496577,0.882189648,0.974932582,-0.121082488,0.29094891,0.634482894
ENSG00000008382,-0.009836672,0.961168137,0.991918795,-0.025974749,0.862483929,0.957201885
ENSG00000008394,-0.28615735,0.033092351,0.27493425,0.005778294,0.935190326,0.981812293
ENSG00000008405,0.150559644,0.346108702,0.720381791,0.24723873,0.011030651,0.09848432
ENSG00000008438,0.019623046,0.831845955,NA,0.014583346,0.771992973,NA
ENSG00000008441,0.040561586,0.58496004,NA,-0.084809018,0.204332097,NA
ENSG00000008513,0.187283854,0.392577175,0.754418966,0.247155755,0.09924822,0.372836002
ENSG00000008516,-0.137566411,0.434034971,0.773573021,-0.059836648,0.616881951,0.856398098
ENSG00000008517,0.067827923,0.656613126,NA,0.007673737,0.956799722,NA
ENSG00000008710,0.643604356,0.001754531,0.056443999,0.372442867,0.004179094,0.052722672
ENSG00000008735,-0.656675269,0.004772024,0.101750338,-0.957902368,2.07E-08,3.23E-06
ENSG00000008838,-0.07416627,0.567873897,0.846573869,-0.168690529,0.052099354,0.259292272
ENSG00000008853,-0.056485752,0.794935557,0.942843561,-0.316483114,0.035762063,0.205423589
ENSG00000008869,0.251386841,0.144018477,0.518111316,-0.026195639,0.813725609,0.940573315
ENSG00000008952,-0.263605303,0.050874413,0.33730577,-0.03056586,0.692860622,0.887557925
ENSG00000008988,0.150619154,0.171609203,0.554296863,-0.100061981,0.154122648,0.464897442
ENSG00000009307,0.0579045,0.613358794,0.867357658,-0.025562936,0.677955375,0.881797775
ENSG00000009335,0.133811844,0.299982873,0.685872241,-0.062530883,0.412609876,0.728443257
ENSG00000009413,-0.025383196,0.904654019,0.979227337,0.27554824,0.056180326,0.271531567
ENSG00000009694,0.110992912,0.606735551,NA,0.052032562,0.761581049,0.920692738
ENSG00000009709,0.109728652,0.319089419,NA,0.092126201,0.22329596,NA
ENSG00000009724,0.076454106,0.643418124,NA,-0.003435394,0.977396149,NA
ENSG00000009765,NA,NA,NA,NA,NA,NA
ENSG00000009780,-0.025376764,0.902797585,0.978810395,-0.052475326,0.719127598,0.900448585
ENSG00000009790,0.163693589,0.479668613,0.802427514,0.101792178,0.552453489,0.821149603
ENSG00000009830,-0.221018754,0.180574931,0.564299065,0.078840623,0.450895013,0.753232535
ENSG00000009844,-0.014360723,0.915561925,0.980817298,0.01851792,0.825179951,0.94487424
ENSG00000009950,0.44044975,0.055212655,0.350334117,0.060208406,0.72575183,0.904073327
ENSG00000009954,-0.256926879,0.035950826,0.283803691,-0.059544423,0.450949888,0.753232535
ENSG00000010017,-0.176924095,0.241689809,0.631453365,-0.117722635,0.229640142,0.56456476
ENSG00000010030,-0.022166832,0.904694721,NA,-0.163447687,0.295424945,NA
ENSG00000010072,-0.246274989,0.247701139,0.638103737,-0.093521516,0.495187114,0.784272759
ENSG00000010165,-0.36075385,0.019071427,0.211035205,-0.130794504,0.154223093,0.464897442
ENSG00000010219,-0.063552906,0.784860482,0.939128657,-0.047339775,0.782705048,0.929076018
ENSG00000010244,-0.27367902,0.045365132,0.317853078,-0.120369211,0.100275145,0.374139023
ENSG00000010256,-0.090062655,0.451176385,0.785687164,-0.211135193,0.00558775,0.063362096
ENSG00000010270,-0.196770345,0.223136539,0.611742975,-0.024397306,0.806567951,0.939002241
ENSG00000010278,0.189765166,0.128207745,0.490953048,-0.075068318,0.410036683,0.726683604
ENSG00000010282,NA,NA,NA,0.030228594,0.520989195,NA
ENSG00000010292,0.267971562,0.028654255,0.258472257,0.250944487,0.000129018,0.003923188
ENSG00000010295,0.280043132,0.19681375,0.586210556,0.281785788,0.060260566,0.281795717
ENSG00000010310,0.055101496,0.680856972,NA,-0.067546271,0.423444479,NA
ENSG00000010318,0.442936488,0.054915594,0.349751747,-0.047133537,0.781084246,0.928483863
ENSG00000010319,0.221352344,0.339522607,0.717815506,-0.229753287,0.180710231,0.502108616
ENSG00000010322,0.225270293,0.102535096,0.452668672,0.18358123,0.035865756,0.205848433
ENSG00000010327,0.354123753,0.072220825,NA,0.097612119,0.494788727,NA
ENSG00000010361,-0.17057654,0.368507104,0.735753179,0.114186117,0.37252961,0.700145035
ENSG00000010379,0.035774686,0.488978856,NA,0.05733358,0.226946687,NA
ENSG00000010404,0.272027416,0.104328036,0.456451077,0.146659132,0.231819996,0.566986976
ENSG00000010438,-0.011911674,0.782043764,NA,-0.028144162,0.795544734,NA
ENSG00000010539,-0.128154888,0.559702631,0.842721549,-0.244111281,0.092840109,0.360772941
ENSG00000010610,-0.274214119,0.235007564,0.623771111,-0.339066836,0.048226358,0.247932477
ENSG00000010626,0.172698002,0.447749461,0.783012545,0.040665104,0.789037181,NA
ENSG00000010671,-0.009908262,0.952988685,NA,0.072572856,0.59379832,NA
ENSG00000010704,0.103517976,0.62274098,NA,0.169884769,0.272660904,NA
ENSG00000010803,-0.127897654,0.508313189,0.815640082,-0.379504514,0.003889744,0.050050011
ENSG00000010810,-0.060672791,0.654684407,0.887103246,0.303526897,0.000298536,0.007610418
ENSG00000010818,0.292789074,0.150809756,0.526317029,0.313123214,0.016341251,0.12609905
ENSG00000010932,-0.058358688,0.664404795,NA,0.004456837,0.957298752,NA
ENSG00000011007,-0.254734101,0.08732484,0.4252647,-0.345582323,0.000115013,0.003563626
ENSG00000011009,-0.318526435,0.020585433,0.219028657,-0.184950185,0.023240183,0.157355648
ENSG00000011021,0.0888136,0.601595352,0.861742879,0.066385995,0.561322477,0.825948699
ENSG00000011028,-0.091792245,0.61717895,0.869510372,-0.281352573,0.011583122,0.101352899
ENSG00000011052,NA,NA,NA,NA,NA,NA
ENSG00000011083,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000011105,0.24561401,0.132286826,0.498579868,0.399040505,0.000195019,0.005520178
ENSG00000011114,-0.185337812,0.204946872,0.594478871,-0.061850112,0.486923075,0.780112315
ENSG00000011132,-0.19371996,0.365992365,0.733754169,-0.152862335,0.318684855,0.659043001
ENSG00000011143,0.117042704,0.538708175,0.832975627,0.106778342,0.442249423,0.748645425
ENSG00000011198,-0.669816044,0.000917204,0.036225323,-0.238077537,0.09781012,0.369911002
ENSG00000011201,-0.234523327,0.081881695,0.414837784,0.257792425,0.000339063,0.008375895
ENSG00000011243,0.408189443,0.003641061,0.086871123,0.179805559,0.041925194,0.22797592
ENSG00000011258,0.078025088,0.532633966,0.829027893,0.217432131,0.005899221,0.065631854
ENSG00000011260,-0.062326203,0.648392498,0.884259113,0.00657377,0.934894956,0.981654181
ENSG00000011275,0.054800309,0.704853003,0.909158266,0.111630284,0.269168096,0.611502153
ENSG00000011295,0.099044127,0.455060851,0.787544444,-0.162266089,0.057828936,0.276056328
ENSG00000011304,-0.152442806,0.170267538,0.552495853,0.132730057,0.059043422,0.279072179
ENSG00000011332,-0.720282284,0.001745105,0.05628184,-0.220983537,0.168463813,0.485694352
ENSG00000011347,0.460462568,0.025060857,0.244699883,0.128493852,0.365086827,0.695061302
ENSG00000011376,-0.363690844,0.01056917,0.156839148,-0.081273122,0.338640738,0.674936759
ENSG00000011405,-0.139339605,0.25922338,0.649120428,-0.004178063,0.953787251,0.987394268
ENSG00000011422,-0.134281998,0.52091312,0.821430075,0.355390503,0.007940059,0.079004463
ENSG00000011426,-0.081228558,0.526240293,0.82461677,0.094494503,0.216138318,0.548019049
ENSG00000011451,0.216894539,0.156053493,0.534873867,-0.148324967,0.1554778,0.466089728
ENSG00000011454,0.085611654,0.555740557,0.840420097,0.186064196,0.053245083,0.262108824
ENSG00000011465,NA,NA,NA,NA,NA,NA
ENSG00000011478,0.246240552,0.169464434,0.551791563,-0.094849948,0.455817972,0.75766679
ENSG00000011485,-0.051604431,0.698751198,0.906857494,-0.12221971,0.143922924,0.451438925
ENSG00000011523,-0.114329616,0.452791093,0.786035811,-0.056221108,0.559590868,0.825050684
ENSG00000011566,0.046512468,0.726645397,0.917491669,-0.088128662,0.251518362,0.592820999
ENSG00000011590,-0.014820443,0.901274765,NA,-0.023621059,0.739462671,NA
ENSG00000011600,0.001160417,0.981820259,NA,0.007156764,0.802934389,NA
ENSG00000011638,0.422404909,0.011776031,0.166333268,-0.219269808,0.066664963,0.299870722
ENSG00000011677,-0.727312692,0.000324761,0.017515252,-0.055186043,0.683972774,0.883156128
ENSG00000012048,-0.403632758,0.012298765,0.16874783,-0.155498018,0.094252908,0.363865054
ENSG00000012061,0.251125275,0.130910938,0.49641737,0.268029822,0.018794455,0.136801528
ENSG00000012124,-0.017047952,0.862565437,NA,0.05829074,0.429833928,NA
ENSG00000012171,0.069947692,0.749930554,NA,-0.029783416,0.860078088,0.95578327
